kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260723,home,Ocean City,OCEAN_CITY,90,70.04,32,61,52.46,15,26,57.69,13,16,81.25,13,11,32,43,26,2,2,26
cpu_full,Xavien @ Ocean City,20260723,away,Xavien,XAVIEN,69,72.08,17,61,27.87,10,26,38.46,23,32,71.88,7,10,16,26,14,12,0,23
cpu_full,Little York @ Four Corners,20260724,home,Four Corners,FOUR_CORNERS,90,60.76,37,60,61.67,14,26,53.85,2,4,50.0,4,5,23,28,27,9,0,8
cpu_full,Little York @ Four Corners,20260724,away,Little York,LITTLE_YORK,76,66.88,31,58,53.45,14,30,46.67,0,2,0.0,10,2,18,20,23,4,0,13
cpu_full,Bentley-Truman @ Lancaster,20260725,home,Lancaster,LANCASTER,75,66.64,29,54,53.7,12,28,42.86,5,6,83.33,15,5,21,26,26,6,0,16
cpu_full,Bentley-Truman @ Lancaster,20260725,away,Bentley-Truman,BENTLEY_TRUMAN,89,68.16,33,60,55.0,15,26,57.69,8,14,57.14,7,5,19,24,24,12,3,13
cpu_full,Morristown @ South Lancaster,20260726,home,South Lancaster,SOUTH_LANCASTER,62,61.64,22,50,44.0,13,30,43.33,5,6,83.33,14,5,20,25,17,4,0,13
cpu_full,Morristown @ South Lancaster,20260726,away,Morristown,MORRISTOWN,75,62.96,30,59,50.85,10,21,47.62,5,9,55.56,7,7,23,30,28,8,0,15
cpu_full,Casino Row @ IDA,20260727,home,IDA,IDA,105,72.28,41,64,64.06,14,22,63.64,7,12,58.33,10,7,15,22,27,7,1,11
cpu_full,Casino Row @ IDA,20260727,away,Casino Row,CASINO_ROW,101,73.4,42,66,63.64,14,27,51.85,5,10,50.0,10,7,17,24,29,8,1,16
cpu_full,Chapel Hill @ Durham,20260728,home,Durham,DURHAM,97,72.52,36,56,64.29,19,29,65.52,6,8,75.0,15,2,13,15,28,8,0,14
cpu_full,Chapel Hill @ Durham,20260728,away,Chapel Hill,CHAPEL_HILL,106,72.84,38,60,63.33,22,36,61.11,8,11,72.73,14,6,15,21,33,11,0,15
