kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260721,home,Ocean City,OCEAN_CITY,83,67.12,29,59,49.15,13,27,48.15,18,23,78.26,2,4,21,25,21,3,1,14
cpu_full,Xavien @ Ocean City,20260721,away,Xavien,XAVIEN,61,59.92,17,49,34.69,8,23,34.78,13,18,72.22,9,6,23,29,15,2,0,21
cpu_full,Little York @ Four Corners,20260722,home,Four Corners,FOUR_CORNERS,87,62.76,25,51,49.02,14,29,48.28,23,29,79.31,2,3,25,28,21,4,0,14
cpu_full,Little York @ Four Corners,20260722,away,Little York,LITTLE_YORK,57,59.08,20,47,42.55,11,25,44.0,6,7,85.71,11,2,22,24,18,2,0,26
cpu_full,Bentley-Truman @ Lancaster,20260723,home,Lancaster,LANCASTER,96,73.52,39,63,61.9,16,28,57.14,6,8,75.0,10,3,17,20,29,12,0,14
cpu_full,Bentley-Truman @ Lancaster,20260723,away,Bentley-Truman,BENTLEY_TRUMAN,92,70.76,35,60,58.33,16,25,64.0,2,4,50.0,18,9,21,30,28,6,1,11
cpu_full,Morristown @ South Lancaster,20260724,home,South Lancaster,SOUTH_LANCASTER,70,65.52,29,57,50.88,10,23,43.48,4,8,50.0,10,5,29,34,23,2,0,8
cpu_full,Morristown @ South Lancaster,20260724,away,Morristown,MORRISTOWN,69,59.44,27,61,44.26,12,29,41.38,1,1,100.0,4,6,20,26,22,10,0,11
cpu_full,Casino Row @ IDA,20260725,home,IDA,IDA,83,69.64,34,55,61.82,16,31,51.61,4,6,66.67,14,2,13,15,24,14,1,12
cpu_full,Casino Row @ IDA,20260725,away,Casino Row,CASINO_ROW,79,63.64,29,55,52.73,12,20,60.0,4,6,66.67,18,12,15,27,21,12,0,16
cpu_full,Chapel Hill @ Durham,20260726,home,Durham,DURHAM,128,89.36,47,65,72.31,19,30,63.33,15,19,78.95,17,1,20,21,36,16,0,19
cpu_full,Chapel Hill @ Durham,20260726,away,Chapel Hill,CHAPEL_HILL,126,82.4,45,67,67.16,31,43,72.09,5,10,50.0,18,7,17,24,36,13,1,26
