=== BY CUMULATIVE TIME (top 80) ===
         40531741 function calls (35829449 primitive calls) in 11.112 seconds

   Ordered by: cumulative time
   List reduced from 2055 to 80 due to restriction <80>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    47722    0.032    0.000    0.212    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:1858(get_defender_coords)
   294994    0.032    0.000    0.032    0.000 {built-in method builtins.getattr}
      152    0.031    0.000    0.102    0.001 /Users/jamesdavies/gob-simplified/BackEnd/models/animator.py:2124(_position_standard_defenders)
   279234    0.029    0.000    0.044    0.000 {built-in method builtins.min}
   281272    0.029    0.000    0.032    0.000 {built-in method builtins.max}
  197/187    0.027    0.000    2.312    0.012 /usr/local/Cellar/python@3.13/3.13.5/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py:1289(recv_into)
    63997    0.025    0.000    0.040    0.000 /usr/local/Cellar/python@3.13/3.13.5/Frameworks/Python.framework/Versions/3.13/lib/python3.13/random.py:245(_randbelow_with_getrandbits)
      558    0.022    0.000    0.034    0.000 /Users/jamesdavies/gob-simplified/BackEnd/models/team_manager.py:1094(get_team_game_stats)
    36243    0.022    0.000    0.053    0.000 /usr/local/Cellar/python@3.13/3.13.5/Frameworks/Python.framework/Versions/3.13/lib/python3.13/random.py:295(randrange)
       64    0.019    0.000    0.019    0.000 {built-in method bson._cbson._decode_all}
      248    0.017    0.000    0.060    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared.py:446(calc_skeleton_step_timing_contract)
    16080    0.016    0.000    0.026    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
    70706    0.016    0.000    0.016    0.000 {built-in method builtins.round}
      383    0.015    0.000    0.023    0.000 /Users/jamesdavies/gob-simplified/BackEnd/models/animator.py:1507(defender_grid_from_animations)
     8657    0.015    0.000    0.016    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:658(_find_closest_spot_in_zone_to_point)
    16335    0.015    0.000    0.024    0.000 /Users/jamesdavies/gob-simplified/BackEnd/models/animator.py:45(_attack_drive_defender_override)
    10658    0.014    0.000    0.045    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/animation_step_helpers.py:352(_ag_grid_per_game_sec)
    13050    0.014    0.000    0.028    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/db_utils.py:180(_player_effective_slot_rating)
    14961    0.014    0.000    0.026    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/defense_identity.py:302(resolve_to_defense_id)
    13599    0.012    0.000    0.020    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared.py:337(_extract_step_location_coords)
   107995    0.012    0.000    0.012    0.000 {built-in method builtins.hasattr}
    26764    0.012    0.000    0.031    0.000 /usr/local/Cellar/python@3.13/3.13.5/Frameworks/Python.framework/Versions/3.13/lib/python3.13/random.py:345(choice)
     8611    0.011    0.000    0.016    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/animation_step_helpers.py:197(_player_lookup_by_id)
      437    0.011    0.000    0.023    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared.py:3683(sync_lineup_coords_from_turn)
      672    0.011    0.000    0.023    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/pressure_step_state.py:150(_players_state)
     5568    0.011    0.000    0.018    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:1816(_apply_defender_posture)
    23908    0.010    0.000    0.012    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/attack_drive_clearance.py:76(_home_spot_coords)
      130    0.010    0.000    2.538    0.020 /Users/jamesdavies/gob-simplified/BackEnd/engine/phase_resolution.py:6342(_resolve_hco_offense_shot_dynamic)
      122    0.010    0.000    3.729    0.031 /Users/jamesdavies/gob-simplified/BackEnd/engine/phase_resolution.py:7491(resolve_half_court_offense_logic)
       96    0.010    0.000    0.076    0.001 /Users/jamesdavies/gob-simplified/BackEnd/models/shot_manager.py:636(resolve_shot)
    28458    0.009    0.000    0.012    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:699(_map_deep_location_to_zone_location)
    16039    0.009    0.000    0.013    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared.py:2281(derive_pts_from_shooting_stats)
