kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260723,home,Ocean City,OCEAN_CITY,108,63.88,32,49,65.31,21,28,75.0,23,27,85.19,8,5,22,27,25,3,1,19
cpu_full,Xavien @ Ocean City,20260723,away,Xavien,XAVIEN,76,70.68,27,63,42.86,8,24,33.33,14,22,63.64,8,10,12,22,21,7,0,29
cpu_full,Little York @ Four Corners,20260724,home,Four Corners,FOUR_CORNERS,98,64.04,34,57,59.65,20,34,58.82,12,16,75.0,7,7,14,21,21,4,0,18
cpu_full,Little York @ Four Corners,20260724,away,Little York,LITTLE_YORK,89,59.96,32,48,66.67,16,20,80.0,7,9,77.78,10,2,12,14,25,7,0,15
cpu_full,Bentley-Truman @ Lancaster,20260725,home,Lancaster,LANCASTER,112,81.64,49,64,76.56,16,22,72.73,4,6,66.67,21,6,27,33,33,7,1,17
cpu_full,Bentley-Truman @ Lancaster,20260725,away,Bentley-Truman,BENTLEY_TRUMAN,111,79.84,38,72,52.78,24,41,58.54,5,11,45.45,9,6,9,15,32,15,0,10
cpu_full,Morristown @ South Lancaster,20260726,home,South Lancaster,SOUTH_LANCASTER,73,66.4,30,56,53.57,10,22,45.45,6,10,60.0,10,4,25,29,23,1,0,17
cpu_full,Morristown @ South Lancaster,20260726,away,Morristown,MORRISTOWN,83,64.12,27,67,40.3,10,29,34.48,16,23,69.57,2,15,18,33,21,8,0,14
cpu_full,Casino Row @ IDA,20260727,home,IDA,IDA,95,64.32,37,49,75.51,15,22,68.18,1,3,33.33,15,1,24,25,32,2,0,15
cpu_full,Casino Row @ IDA,20260727,away,Casino Row,CASINO_ROW,93,76.48,37,74,50.0,15,30,50.0,9,17,52.94,5,10,12,22,24,13,0,8
cpu_full,Chapel Hill @ Durham,20260728,home,Durham,DURHAM,114,81.48,43,66,65.15,18,25,72.0,12,17,70.59,12,4,20,24,34,6,0,17
cpu_full,Chapel Hill @ Durham,20260728,away,Chapel Hill,CHAPEL_HILL,123,75.04,40,60,66.67,28,43,65.12,13,16,81.25,10,2,18,20,33,10,1,23
cpu_full,Nickel Beach @ Appalachia,20260729,home,Appalachia,APPALACHIA,72,64.64,28,54,51.85,11,32,34.38,5,6,83.33,14,6,21,27,17,9,0,29
cpu_full,Nickel Beach @ Appalachia,20260729,away,Nickel Beach,NICKEL_BEACH,98,69.0,31,66,46.97,19,29,65.52,17,25,68.0,12,20,18,38,20,6,1,6
