kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260720,home,Ocean City,OCEAN_CITY,87,60.64,25,50,50.0,8,17,47.06,29,31,93.55,6,9,25,34,15,7,0,19
cpu_full,Xavien @ Ocean City,20260720,away,Xavien,XAVIEN,51,65.44,17,47,36.17,3,17,17.65,14,26,53.85,11,4,15,19,15,4,0,31
cpu_full,Little York @ Four Corners,20260721,home,Four Corners,FOUR_CORNERS,82,61.28,28,49,57.14,15,26,57.69,11,12,91.67,12,5,17,22,19,4,0,11
cpu_full,Little York @ Four Corners,20260721,away,Little York,LITTLE_YORK,59,59.32,25,48,52.08,6,21,28.57,3,3,100.0,14,4,15,19,18,6,2,23
cpu_full,Bentley-Truman @ Lancaster,20260722,home,Lancaster,LANCASTER,58,64.4,23,44,52.27,4,15,26.67,8,10,80.0,18,2,19,21,17,8,3,27
cpu_full,Bentley-Truman @ Lancaster,20260722,away,Bentley-Truman,BENTLEY_TRUMAN,64,68.76,18,51,35.29,5,20,25.0,23,29,79.31,12,7,18,25,12,15,0,17
cpu_full,Morristown @ South Lancaster,20260723,home,South Lancaster,SOUTH_LANCASTER,44,64.84,17,45,37.78,1,13,7.69,9,11,81.82,22,7,25,32,8,8,4,21
cpu_full,Morristown @ South Lancaster,20260723,away,Morristown,MORRISTOWN,53,69.12,15,64,23.44,5,27,18.52,18,23,78.26,10,15,17,32,7,17,4,13
