kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,,home,Ocean City,OCEAN_CITY,96,63.56,29,50,58.0,19,31,61.29,21,24,87.5,6,3,25,28,21,2,0,9
cpu_full,Xavien @ Ocean City,,away,Xavien,XAVIEN,73,57.96,28,59,47.46,12,31,38.71,3,9,33.33,2,7,18,25,23,5,0,27
cpu_full,Little York @ Four Corners,,home,Four Corners,FOUR_CORNERS,90,62.84,32,67,47.76,14,29,48.28,10,11,90.91,6,15,17,32,23,6,1,17
cpu_full,Little York @ Four Corners,,away,Little York,LITTLE_YORK,91,67.92,34,66,51.52,15,22,68.18,10,18,55.56,11,17,19,36,26,2,0,20
cpu_full,Bentley-Truman @ Lancaster,,home,Lancaster,LANCASTER,78,66.64,31,53,58.49,12,21,57.14,6,6,100.0,19,8,20,28,20,4,1,14
cpu_full,Bentley-Truman @ Lancaster,,away,Bentley-Truman,BENTLEY_TRUMAN,106,67.08,39,63,61.9,22,33,66.67,4,7,57.14,6,5,12,17,33,14,0,10
cpu_full,Morristown @ South Lancaster,,home,South Lancaster,SOUTH_LANCASTER,65,57.64,23,59,38.98,8,24,33.33,5,6,83.33,3,7,18,25,20,8,0,16
cpu_full,Morristown @ South Lancaster,,away,Morristown,MORRISTOWN,86,68.72,34,63,53.97,18,32,56.25,6,13,46.15,9,9,29,38,21,2,0,7
cpu_full,Casino Row @ IDA,,home,IDA,IDA,101,68.84,39,54,72.22,15,26,57.69,8,11,72.73,14,4,12,16,28,12,0,11
cpu_full,Casino Row @ IDA,,away,Casino Row,CASINO_ROW,88,66.88,36,53,67.92,15,22,68.18,1,2,50.0,17,4,10,14,31,9,0,15
cpu_full,Chapel Hill @ Durham,,home,Durham,DURHAM,101,61.76,45,62,72.58,9,19,47.37,4,4,100.0,6,8,18,26,34,8,0,11
cpu_full,Chapel Hill @ Durham,,away,Chapel Hill,CHAPEL_HILL,82,62.64,29,57,50.88,18,28,64.29,4,6,66.67,12,9,7,16,26,4,0,15
cpu_full,Nickel Beach @ Appalachia,,home,Appalachia,APPALACHIA,84,68.28,29,57,50.88,15,27,55.56,7,12,58.33,9,3,18,21,25,4,0,27
cpu_full,Nickel Beach @ Appalachia,,away,Nickel Beach,NICKEL_BEACH,105,75.2,38,71,53.52,16,30,53.33,17,30,56.67,7,16,23,39,27,4,1,9
cpu_full,Cagers World @ Crickstown,,home,Crickstown,CRICKSTOWN,92,73.72,35,63,55.56,12,31,38.71,10,13,76.92,13,8,28,36,30,13,0,16
cpu_full,Cagers World @ Crickstown,,away,Cagers World,CAGERS_WORLD,84,79.6,29,73,39.73,19,37,51.35,7,15,46.67,17,17,22,39,25,6,0,19
cpu_full,Ivy Prep @ Concord,,home,Concord,CONCORD,66,69.44,27,59,45.76,9,26,34.62,1,1,100.0,14,4,28,32,24,8,1,21
cpu_full,Ivy Prep @ Concord,,away,Ivy Prep,IVY_PREP,71,70.92,28,67,41.79,7,24,29.17,10,18,55.56,10,14,27,41,14,9,1,4
cpu_full,Providence @ Independence,,home,Independence,INDEPENDENCE,82,68.64,32,57,56.14,11,28,39.29,4,6,66.67,14,5,22,27,25,6,0,12
cpu_full,Providence @ Independence,,away,Providence,PROVIDENCE,91,71.28,33,66,50.0,19,32,59.38,9,12,75.0,8,8,20,28,27,8,0,6
cpu_full,D1 Institute @ Queen's Guard,,home,Queen's Guard,queens_guard,69,55.88,25,46,54.35,12,27,44.44,1,2,50.0,12,3,22,25,22,1,0,14
cpu_full,D1 Institute @ Queen's Guard,,away,D1 Institute,D1_INSTITUTE,94,65.64,41,70,58.57,15,33,45.45,3,6,50.0,1,8,18,26,29,4,0,7
cpu_full,Garden Elites @ Montpeiler,,home,Montpeiler,MONTPEILER,71,66.44,30,60,50.0,11,27,40.74,0,1,0.0,11,5,21,26,24,5,0,11
cpu_full,Garden Elites @ Montpeiler,,away,Garden Elites,GARDEN_ELITES,101,66.64,35,60,58.33,27,35,77.14,4,6,66.67,8,4,25,29,30,6,0,6
cpu_full,Long Island Methodist @ Falls Academy,,home,Falls Academy,FALLS_ACADEMY,103,66.08,39,64,60.94,21,42,50.0,4,7,57.14,7,8,31,39,26,4,0,9
cpu_full,Long Island Methodist @ Falls Academy,,away,Long Island Methodist,LONG_ISLAND_METHODIST,79,76.2,30,69,43.48,15,33,45.45,4,5,80.0,7,2,19,21,26,5,0,11
cpu_full,Upstate @ Toronto Limited,,home,Toronto Limited,TORONTO_LIMITED,101,64.96,34,66,51.52,19,32,59.38,8,9,88.89,6,11,11,22,22,10,0,10
cpu_full,Upstate @ Toronto Limited,,away,Upstate,UPSTATE,97,76.52,42,60,70.0,14,22,63.64,5,8,62.5,17,4,20,24,30,3,0,10
