kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260720,home,Ocean City,OCEAN_CITY,87,69.4,33,61,54.1,18,30,60.0,7,10,70.0,15,11,24,35,24,3,0,16
cpu_full,Xavien @ Ocean City,20260720,away,Xavien,XAVIEN,61,62.08,22,57,38.6,6,25,24.0,7,7,100.0,12,10,14,24,18,13,0,15
cpu_full,Little York @ Four Corners,20260721,home,Four Corners,FOUR_CORNERS,94,61.4,38,64,59.38,12,23,52.17,9,10,90.0,1,8,23,31,28,8,0,7
cpu_full,Little York @ Four Corners,20260721,away,Little York,LITTLE_YORK,62,55.2,22,44,50.0,12,26,46.15,3,5,60.0,10,1,16,17,16,1,0,16
practice_squad,Region G All-Americans @ Region A All-Americans,20260720,home,Region A All-Americans,ps_A_1,85,68.44,30,80,37.5,8,38,21.05,15,26,57.69,3,26,25,51,17,1,1,14
practice_squad,Region G All-Americans @ Region A All-Americans,20260720,away,Region G All-Americans,ps_G_1,69,65.08,29,55,52.73,10,27,37.04,3,7,42.86,9,2,23,25,27,0,0,24
practice_squad,Region F All-Americans @ Region H All-Americans,20260721,home,Region H All-Americans,ps_H_1,97,81.48,35,79,44.3,19,49,38.78,10,17,58.82,11,16,29,45,19,2,1,13
practice_squad,Region F All-Americans @ Region H All-Americans,20260721,away,Region F All-Americans,ps_F_1,81,72.4,33,65,50.77,9,27,33.33,4,10,40.0,8,5,27,32,28,1,0,16
