kind,matchup,seed,side,team,team_id,final_score,possessions,FGM,FGA,FG_pct,TPM,TPA,TP_pct,FTM,FTA,FT_pct,TO,OREB,DREB,REB,AST,STL,BLK,PF
cpu_full,Xavien @ Ocean City,20260720,home,Ocean City,OCEAN_CITY,82,64.04,29,52,55.77,14,26,53.85,10,16,62.5,8,3,23,26,25,3,0,14
cpu_full,Xavien @ Ocean City,20260720,away,Xavien,XAVIEN,63,61.84,25,56,44.64,9,20,45.0,4,11,36.36,10,9,16,25,22,5,1,16
cpu_full,Little York @ Four Corners,20260721,home,Four Corners,FOUR_CORNERS,113,66.88,49,64,76.56,17,28,60.71,2,2,100.0,10,8,15,23,36,9,0,8
cpu_full,Little York @ Four Corners,20260721,away,Little York,LITTLE_YORK,95,64.08,35,52,67.31,17,21,80.95,4,7,57.14,12,3,5,8,31,7,0,4
cpu_full,Bentley-Truman @ Lancaster,20260722,home,Lancaster,LANCASTER,76,61.32,31,54,57.41,13,24,54.17,1,3,33.33,14,8,17,25,22,2,2,11
cpu_full,Bentley-Truman @ Lancaster,20260722,away,Bentley-Truman,BENTLEY_TRUMAN,94,62.64,37,62,59.68,18,28,64.29,2,6,33.33,6,8,15,23,30,10,2,12
cpu_full,Morristown @ South Lancaster,20260723,home,South Lancaster,SOUTH_LANCASTER,110,75.92,42,68,61.76,20,32,62.5,12,18,66.67,10,10,15,25,32,7,0,11
cpu_full,Morristown @ South Lancaster,20260723,away,Morristown,MORRISTOWN,105,68.4,34,60,56.67,22,36,61.11,9,10,90.0,13,9,18,27,23,8,0,26
cpu_full,Casino Row @ IDA,20260724,home,IDA,IDA,78,63.64,31,51,60.78,11,25,44.0,3,6,50.0,12,2,19,21,23,7,0,13
cpu_full,Casino Row @ IDA,20260724,away,Casino Row,CASINO_ROW,91,71.64,41,69,59.42,11,27,40.74,0,6,0.0,11,11,19,30,24,9,0,9
cpu_full,Chapel Hill @ Durham,20260725,home,Durham,DURHAM,106,68.84,42,57,73.68,17,26,65.38,8,11,72.73,11,4,16,20,33,1,0,14
cpu_full,Chapel Hill @ Durham,20260725,away,Chapel Hill,CHAPEL_HILL,115,65.08,40,59,67.8,30,41,73.17,2,7,28.57,8,5,13,18,34,8,0,22
cpu_full,Nickel Beach @ Appalachia,20260726,home,Appalachia,APPALACHIA,66,64.32,25,54,46.3,10,31,32.26,2,3,66.67,12,3,16,19,16,9,0,28
cpu_full,Nickel Beach @ Appalachia,20260726,away,Nickel Beach,NICKEL_BEACH,100,73.76,36,62,58.06,14,28,50.0,18,29,62.07,10,11,26,37,19,6,0,8
cpu_full,Cagers World @ Crickstown,20260727,home,Crickstown,CRICKSTOWN,103,74.16,39,69,56.52,14,32,43.75,7,14,50.0,11,12,19,31,31,6,1,11
cpu_full,Cagers World @ Crickstown,20260727,away,Cagers World,CAGERS_WORLD,98,75.84,38,80,47.5,20,40,50.0,6,11,54.55,11,20,20,40,28,8,0,20
cpu_full,Ivy Prep @ Concord,20260728,home,Concord,CONCORD,64,69.04,25,64,39.06,9,30,30.0,7,16,43.75,5,7,20,27,20,7,0,17
cpu_full,Ivy Prep @ Concord,20260728,away,Ivy Prep,IVY_PREP,73,66.8,24,54,44.44,12,31,38.71,11,20,55.0,13,9,28,37,19,3,0,15
cpu_full,Providence @ Independence,20260729,home,Independence,INDEPENDENCE,66,72.08,26,60,43.33,9,29,31.03,5,7,71.43,15,6,18,24,24,11,0,15
cpu_full,Providence @ Independence,20260729,away,Providence,PROVIDENCE,70,68.96,27,51,52.94,11,17,64.71,5,9,55.56,21,7,23,30,21,12,0,13
cpu_full,D1 Institute @ Queen's Guard,20260730,home,Queen's Guard,queens_guard,94,70.72,33,62,53.23,20,41,48.78,10,13,76.92,10,7,28,35,22,1,0,5
cpu_full,D1 Institute @ Queen's Guard,20260730,away,D1 Institute,D1_INSTITUTE,70,69.76,30,76,39.47,6,25,24.0,2,4,50.0,7,15,22,37,19,6,1,10
cpu_full,Garden Elites @ Montpeiler,20260731,home,Montpeiler,MONTPEILER,57,65.88,23,57,40.35,10,33,30.3,1,2,50.0,13,5,24,29,17,3,0,7
cpu_full,Garden Elites @ Montpeiler,20260731,away,Garden Elites,GARDEN_ELITES,78,60.76,30,65,46.15,18,37,48.65,0,4,0.0,6,12,27,39,23,9,2,8
cpu_full,Long Island Methodist @ Falls Academy,20260732,home,Falls Academy,FALLS_ACADEMY,93,67.32,38,57,66.67,17,29,58.62,2,3,66.67,17,8,28,36,27,5,0,18
cpu_full,Long Island Methodist @ Falls Academy,20260732,away,Long Island Methodist,LONG_ISLAND_METHODIST,77,69.16,29,60,48.33,10,30,33.33,7,14,50.0,8,5,10,15,21,5,0,7
cpu_full,Upstate @ Toronto Limited,20260733,home,Toronto Limited,TORONTO_LIMITED,101,65.84,37,69,53.62,17,32,53.12,6,11,54.55,7,15,10,25,29,8,0,7
cpu_full,Upstate @ Toronto Limited,20260733,away,Upstate,UPSTATE,98,69.2,43,57,75.44,12,19,63.16,4,5,80.0,11,1,23,24,35,4,0,15
cpu_full,Syracuse @ St Peters,20260734,home,St Peters,ST_PETERS,102,75.4,40,75,53.33,18,34,52.94,8,10,80.0,10,14,18,32,28,12,0,11
cpu_full,Syracuse @ St Peters,20260734,away,Syracuse,SYRACUSE,92,70.2,34,55,61.82,17,27,62.96,3,5,60.0,15,2,19,21,27,7,1,16
cpu_full,Amariabi International @ Empire City,20260735,home,Empire City,EMPIRE_CITY,88,81.52,34,60,56.67,17,32,53.12,5,8,62.5,22,4,31,35,18,8,1,22
cpu_full,Amariabi International @ Empire City,20260735,away,Amariabi International,AMARIABI_INTERNATIONAL,83,79.04,34,66,51.52,6,21,28.57,7,16,43.75,11,5,21,26,24,16,0,13
cpu_full,Hardwood Fields @ Ann Arbor,20260736,home,Ann Arbor,ANN_ARBOR,77,65.64,32,60,53.33,10,20,50.0,5,6,83.33,16,13,22,35,22,9,0,5
cpu_full,Hardwood Fields @ Ann Arbor,20260736,away,Hardwood Fields,HARDWOOD_FIELDS,64,59.88,24,47,51.06,12,29,41.38,2,2,100.0,13,1,13,14,22,12,1,16
cpu_full,North Columbus @ Columbus,20260737,home,Columbus,COLUMBUS,68,71.84,26,65,40.0,12,38,31.58,4,11,36.36,6,4,22,26,19,4,2,12
cpu_full,North Columbus @ Columbus,20260737,away,North Columbus,NORTH_COLUMBUS,89,72.48,32,64,50.0,17,31,54.84,8,17,47.06,6,5,35,40,30,4,0,9
cpu_full,Harding Central @ Mynsk,20260738,home,Mynsk,MYNSK,58,55.88,17,43,39.53,9,28,32.14,2,2,100.0,15,3,25,28,15,1,0,23
cpu_full,Harding Central @ Mynsk,20260738,away,Harding Central,HARDING_CENTRAL,93,75.12,38,85,44.71,16,31,51.61,14,23,60.87,1,21,22,43,23,7,0,3
cpu_full,Upper Peninsula @ Cleveland-Carlysle,20260739,home,Cleveland-Carlysle,CLEVELAND_CARLYSLE,87,66.2,32,54,59.26,19,33,57.58,2,5,40.0,17,7,26,33,28,7,1,16
cpu_full,Upper Peninsula @ Cleveland-Carlysle,20260739,away,Upper Peninsula,UPPER_PENINSULA,65,74.96,28,60,46.67,7,20,35.0,4,9,44.44,14,3,17,20,23,10,0,8
cpu_full,Templeton-Wesley @ Burroughs,20260740,home,Burroughs,BURROUGHS,84,72.92,32,60,53.33,10,24,41.67,12,18,66.67,10,5,16,21,21,12,1,16
cpu_full,Templeton-Wesley @ Burroughs,20260740,away,Templeton-Wesley,TEMPLETON_WESLEY,80,69.04,27,51,52.94,12,21,57.14,12,16,75.0,18,7,24,31,20,6,0,22
cpu_full,Sacred Heart @ Quigley Catholic,20260741,home,Quigley Catholic,QUIGLEY_CATHOLIC,89,59.2,37,65,56.92,15,30,50.0,2,5,40.0,8,16,22,38,30,7,0,9
cpu_full,Sacred Heart @ Quigley Catholic,20260741,away,Sacred Heart,SACRED_HEART,57,58.52,22,48,45.83,4,21,19.05,7,8,87.5,9,2,10,12,17,8,0,5
cpu_full,Wacker West @ Evanston,20260742,home,Evanston,EVANSTON,78,68.64,28,52,53.85,11,26,42.31,5,6,83.33,14,0,31,31,26,1,1,17
cpu_full,Wacker West @ Evanston,20260742,away,Wacker West,WACKER_WEST,79,74.72,32,81,39.51,13,34,38.24,8,13,61.54,5,17,20,37,21,6,0,8
cpu_full,Dillinger @ Archbishop McClellan,20260743,home,Archbishop McClellan,ARCHBISHOP_MCCLELLAN,80,69.4,29,70,41.43,16,35,45.71,6,10,60.0,12,17,30,47,23,7,0,9
cpu_full,Dillinger @ Archbishop McClellan,20260743,away,Dillinger,DILLINGER,60,71.84,22,62,35.48,10,29,34.48,6,11,54.55,13,8,24,32,21,7,1,11
cpu_full,Washington Carver @ Myrtle Private,20260744,home,Myrtle Private,MYRTLE_PRIVATE,108,63.4,41,65,63.08,23,34,67.65,5,10,50.0,5,11,26,37,31,5,1,6
cpu_full,Washington Carver @ Myrtle Private,20260744,away,Washington Carver,WASHINGTON_CARVER,51,54.2,20,52,38.46,6,24,25.0,3,5,60.0,7,7,13,20,16,4,0,22
cpu_full,Biloxi @ Monroe-Hayes,20260745,home,Monroe-Hayes,MONROE_HAYES,95,73.32,40,71,56.34,15,33,45.45,2,3,66.67,12,11,21,32,30,9,0,6
cpu_full,Biloxi @ Monroe-Hayes,20260745,away,Biloxi,BILOXI,72,66.76,28,55,50.91,11,24,45.83,3,4,75.0,17,7,17,24,19,6,0,7
cpu_full,Mobile @ Lexington,20260746,home,Lexington,LEXINGTON,90,73.48,33,61,54.1,14,30,46.67,10,17,58.82,15,10,28,38,26,13,0,15
cpu_full,Mobile @ Lexington,20260746,away,Mobile,MOBILE,82,80.2,32,59,54.24,15,31,48.39,3,5,60.0,19,0,21,21,21,8,0,24
cpu_full,Knoxville @ Crimson County,20260747,home,Crimson County,CRIMSON_COUNTY,99,73.6,33,67,49.25,20,42,47.62,11,15,73.33,8,8,15,23,27,12,0,6
cpu_full,Knoxville @ Crimson County,20260747,away,Knoxville,KNOXVILLE,87,72.44,38,57,66.67,12,22,54.55,1,1,100.0,17,2,23,25,30,6,0,16
cpu_full,DeLand @ Keys High,20260748,home,Keys High,KEYS_HIGH,69,68.96,26,62,41.94,10,27,37.04,7,9,77.78,10,7,27,34,20,5,0,10
cpu_full,DeLand @ Keys High,20260748,away,DeLand,DELAND,73,68.52,27,66,40.91,14,34,41.18,5,8,62.5,10,11,24,35,23,6,0,11
cpu_full,Valdosta Valley @ Tallahassee,20260749,home,Tallahassee,TALLAHASSEE,79,64.88,30,47,63.83,17,28,60.71,2,2,100.0,17,0,20,20,26,6,0,12
cpu_full,Valdosta Valley @ Tallahassee,20260749,away,Valdosta Valley,VALDOSTA_VALLEY,98,69.44,37,64,57.81,24,37,64.86,0,1,0.0,13,8,17,25,30,14,0,7
cpu_full,Grayson Ranch @ Reardon-Mayes,20260750,home,Reardon-Mayes,REARDON_MAYES,104,71.76,40,65,61.54,23,33,69.7,4,4,100.0,11,6,26,32,29,5,1,9
cpu_full,Grayson Ranch @ Reardon-Mayes,20260750,away,Grayson Ranch,GRAYSON_RANCH,69,62.88,25,52,48.08,14,30,46.67,2,2,100.0,12,2,15,17,23,8,0,12
cpu_full,Gainesville @ Dade Academy,20260751,home,Dade Academy,DADE_ACADEMY,72,69.96,25,53,47.17,12,24,50.0,8,9,88.89,18,5,23,28,20,9,0,16
cpu_full,Gainesville @ Dade Academy,20260751,away,Gainesville,GAINESVILLE,81,70.48,29,59,49.15,15,31,48.39,10,17,58.82,11,7,22,29,19,11,1,10
cpu_full,Fielding @ Ozark Centre,20260752,home,Ozark Centre,OZARK_CENTRE,76,74.28,28,70,40.0,13,32,40.62,7,12,58.33,14,15,23,38,21,7,0,20
cpu_full,Fielding @ Ozark Centre,20260752,away,Fielding,FIELDING,82,71.88,26,56,46.43,11,26,42.31,19,27,70.37,11,7,27,34,19,10,0,16
cpu_full,Tri-Cities Prep @ Iowa Academy,20260753,home,Iowa Academy,IOWA_ACADEMY,105,67.52,43,71,60.56,18,29,62.07,6,8,75.0,6,13,14,27,35,10,0,5
cpu_full,Tri-Cities Prep @ Iowa Academy,20260753,away,Tri-Cities Prep,TRI_CITIES_PREP,81,64.64,30,51,58.82,13,24,54.17,3,6,50.0,17,6,13,19,26,6,0,13
cpu_full,Grupenberg @ Wash U Prep,20260754,home,Wash U Prep,WASH_U_PREP,101,81.72,42,74,56.76,13,28,46.43,8,13,61.54,10,8,26,34,29,13,1,10
cpu_full,Grupenberg @ Wash U Prep,20260754,away,Grupenberg,GRUPENBERG,80,71.2,29,54,53.7,15,29,51.72,3,5,60.0,17,2,18,20,25,6,0,14
cpu_full,Hyde Methodist @ Lawrence,20260755,home,Lawrence,LAWRENCE,94,74.28,36,84,42.86,15,29,51.72,7,12,58.33,11,26,26,52,24,2,0,6
cpu_full,Hyde Methodist @ Lawrence,20260755,away,Hyde Methodist,HYDE_METHODIST,72,59.32,29,54,53.7,12,23,52.17,2,3,66.67,6,2,16,18,24,6,0,18
cpu_full,Crofton @ Rodeo Circuit,20260756,home,Rodeo Circuit,RODEO_CIRCUIT,95,73.76,37,57,64.91,18,27,66.67,3,4,75.0,15,0,21,21,30,5,0,21
cpu_full,Crofton @ Rodeo Circuit,20260756,away,Crofton,CROFTON,104,77.36,35,81,43.21,18,35,51.43,16,19,84.21,9,21,20,41,27,11,0,11
cpu_full,Minot @ Mt Simmons,20260757,home,Mt Simmons,MT_SIMMONS,86,75.12,29,69,42.03,12,38,31.58,16,23,69.57,4,8,27,35,15,4,1,5
cpu_full,Minot @ Mt Simmons,20260757,away,Minot,MINOT,64,65.2,25,57,43.86,12,32,37.5,2,5,40.0,10,4,26,30,23,2,0,16
cpu_full,Lewis Catholic @ Tower Academy,20260758,home,Tower Academy,TOWER_ACADEMY,79,74.76,32,74,43.24,15,35,42.86,2,4,50.0,11,12,23,35,25,14,0,8
cpu_full,Lewis Catholic @ Tower Academy,20260758,away,Lewis Catholic,LEWIS_CATHOLIC,58,64.2,23,47,48.94,7,21,33.33,3,5,60.0,18,3,23,26,22,7,1,12
cpu_full,HA Rushmore @ Two Rivers,20260759,home,Two Rivers,TWO_RIVERS,50,68.32,19,49,38.78,12,30,40.0,2,3,66.67,26,8,32,40,14,3,0,20
cpu_full,HA Rushmore @ Two Rivers,20260759,away,HA Rushmore,HA_RUSHMORE,73,72.48,25,66,37.88,9,34,26.47,12,17,70.59,6,7,22,29,18,15,1,4
cpu_full,Amarillo Tech @ Stormwood,20260760,home,Stormwood,STORMWOOD,94,85.08,38,71,53.52,14,37,37.84,2,7,28.57,16,5,33,38,30,5,0,16
cpu_full,Amarillo Tech @ Stormwood,20260760,away,Amarillo Tech,AMARILLO_TECH,96,96.92,34,78,43.59,17,39,43.59,13,18,72.22,12,1,30,31,26,7,0,7
cpu_full,Norman @ Kenton,20260761,home,Kenton,KENTON,64,70.2,27,60,45.0,11,32,34.38,3,5,60.0,14,6,25,31,21,7,1,20
cpu_full,Norman @ Kenton,20260761,away,Norman,NORMAN,75,65.6,25,55,45.45,13,28,46.43,8,15,53.33,8,4,26,30,22,9,0,10
cpu_full,Ada @ River's Edge,20260762,home,River's Edge,rivers_edge,108,71.28,38,58,65.52,22,32,68.75,8,12,66.67,13,5,19,24,34,10,2,17
cpu_full,Ada @ River's Edge,20260762,away,Ada,ADA,92,72.52,37,56,66.07,13,22,59.09,7,8,87.5,13,0,14,14,29,10,0,13
cpu_full,Pan Handle Limited @ Reyes-Santiago,20260763,home,Reyes-Santiago,REYES_SANTIAGO,91,73.96,31,66,46.97,17,38,44.74,8,9,88.89,14,10,14,24,22,9,0,17
cpu_full,Pan Handle Limited @ Reyes-Santiago,20260763,away,Pan Handle Limited,PAN_HANDLE_LIMITED,137,87.68,48,75,64.0,30,41,73.17,15,22,68.18,11,8,25,33,40,8,0,9
cpu_full,Abilene @ MiddleTEX,20260764,home,MiddleTEX,MIDDLETEX,115,65.72,44,65,67.69,22,38,57.89,7,13,53.85,3,8,24,32,32,7,0,4
cpu_full,Abilene @ MiddleTEX,20260764,away,Abilene,ABILENE,55,57.88,23,50,46.0,6,22,27.27,1,2,50.0,10,3,11,14,22,0,0,12
cpu_full,Austin West @ Bayou District,20260765,home,Bayou District,BAYOU_DISTRICT,90,71.2,34,64,53.12,19,37,51.35,3,5,60.0,8,3,23,26,26,9,0,9
cpu_full,Austin West @ Bayou District,20260765,away,Austin West,AUSTIN_WEST,71,70.08,26,63,41.27,16,35,45.71,3,7,42.86,16,12,26,38,25,5,0,8
cpu_full,GP Prep School @ Austin,20260766,home,Austin,AUSTIN,89,74.72,31,61,50.82,14,31,45.16,9,13,69.23,16,8,27,35,20,12,1,11
cpu_full,GP Prep School @ Austin,20260766,away,GP Prep School,GP_PREP_SCHOOL,76,82.52,31,66,46.97,10,32,31.25,8,8,100.0,18,5,25,30,24,9,0,16
cpu_full,Chambless Global @ Houston Jesuit,20260767,home,Houston Jesuit,HOUSTON_JESUIT,84,65.32,31,44,70.45,15,21,71.43,3,3,100.0,25,5,20,25,27,13,2,13
cpu_full,Chambless Global @ Houston Jesuit,20260767,away,Chambless Global,CHAMBLESS_GLOBAL,71,72.52,29,54,53.7,10,22,45.45,7,8,87.5,16,1,9,10,21,17,0,11
cpu_full,Border Academy @ Southwest Miner,20260768,home,Southwest Miner,SOUTHWEST_MINER,61,70.52,24,60,40.0,11,31,35.48,4,8,50.0,13,6,31,37,19,2,1,10
cpu_full,Border Academy @ Southwest Miner,20260768,away,Border Academy,BORDER_ACADEMY,62,59.52,23,69,33.33,9,30,30.0,5,8,62.5,5,18,25,43,19,9,1,11
